prompt,title,essay,score,c1,c2,c3,c4,c5
10,O estudo é a base para melhorar de vida,"['O artigo 205\xa0da Constituição Federal de 1988 dispõe sobre a garantia do pleno desenvolvimento do indivíduo, bem como a sua inserção no mercado de trabalho . No entanto, efetivar esse direito tem sido algo bastante difícil, especialmente, quando se procura estimular a oferta do ensino na modalidade a distância, uma vez que est tem encontrado vários desafios de ordem estrutural e cultural', 'Com os avanços que a sociedade deu em tecnologia, nas últimas décadas, o estudo se tornou indispensável para quem deseja progredir na vida. Apesar disso, recente pesquisa realizada pela Datafolha demonstra que o brasileiro considera ele o considera em segundo plano em comparação com a fé religiosa.', 'A rede mundial de computadores, desde sua criação nos anos 89 e 90, trouxe consigo muitas tecnologias e avanços em muitas áreas como na Medicina medicina, na indústria e no serviço público. Nos hospitais e Laboratórios laboratórios, os equipamentos modernos, como os de ressonância magnética, auxiliam muito no tratamento e prevenção da Saúde saúde. Na indústria automobilística, os robôs assumem os postos de trabalhadores os postos, que, outrora, eram de pessoas. Já no serviço público, os processos, do poder judiciário, por exemplo, são, em sua maioria, totalmente eletrônicos.', 'Pelo exposto, os profissionais que desejam atuar nessas e em diversas outras áreas necessitam de qualificação adequada, ou seja, estudo. Ademais, não basta tê-lo de forma superficial, é necessário o maior número de conhecimento possível na área em que se deseja atuar.', 'Nesse contexto, e, pensando num futuro ainda mais avançado com tecnologias em todos os setores da economia, fica evidente que o estudo é pilar fundamental para quem queira melhorar de vida.', 'Por fim, apesar dos de os brasileiros serem religiosos, em sua maioria, e de terem fé em Deus, não se pode esperar que a religião, através dessa fé, possa substituir a busca individual da qualificação, do conhecimento e da Inteligência inteligência, que levará o indivíduo a alcançar os sonhos e planos traçados para a vida.']",880,160,200,200,160,160
71,Geração Z e o Suicídio,"['No Brasil contemporâneo contemporâneo, em que o cenário contempla acaloradas discussões políticas, emerge a questão sobre cantar o Hino Nacional Brasileiro nas escolas. O assunto veio à tona novamente após um e-mail do Ministro da Educação, propondo que alunos e professores de escolas retomem essa prática. Cantar o Hino Nacional em escolas está previsto em leis que remontam desde a à Era Vargas, na década de 30, até uma recente lei publicada durante o governo do ex-presidente Lula.', 'A adolescência é a fase que representa a transição da infância para a vida adulta. Sendo assim, a mesma é repleta de mudanças físicas e psíquicas. Deste modo, há uma problemática a ser considerada, está é a fase mais propícia para o surgimento de transtornos emocionais que, em seu auge, são ilustrados com o suicídio,por este motivo é imprescindível discutir sobre a geração z e seus males.', 'É indubitável que atualmente existe uma maior discussão no que se refere a problemas psicológicos na adolescência. Inerente a este fato, uma realidade critica é esboçada, egundo a Organização Mundial da Saúde o suicídio é a segunda maior causa de mortes entre jovens no mundo. Visto que, em tempos modernos a individualidade e ascensão das redes sociais acompanham o dia-a-dia de um jovem, estes elementos tornam-se simultaneamente prejudiciais.', 'Estudos apontam que redes sociais como Instagram, Facebook, Twitter e Snapchat impactam negativamente a saúde mental de um jovem, influenciando sentimentos como ansiedade, depressão, baixa auto estima, além de favorecerem a prática do cyberbullying. O suicídio é o resultado final de problemas emocionais e mentais como os citados na pesquisa, por conta disto é fundamental um olhar mais critico e um tratamento desta temática como saúde pública.', 'Diante disso, as campanhas preventivas contra o suicídio devem ser ampliadas e ter a mesma magnitude a exemplo do que é feito com a AIDS e dengue, por exemplo. Cabe ao governo promover em escolas públicas acompanhamento psicológico, visando o bem estar dos alunos. Para que assim a saúde mental de um indivduo seja considerada primordial como de fato é.']",680,120,160,120,160,120
83,O esporte e a inclusão Social,"['25 de maio de 2020. Mineápolis, Minnesota, EUA. Causa do falecimento: parada cardíaca causada pela violência de um policial branco que asfixiou o norte-americano, negro, George Floyd.\xa0Nesse sentido, o ato do policial configura-se como abuso de autoridade, o que é inadmissível na realidade brasileiras e em todo o mundo. Um dos motivos desse panorama são as falhas governamentais e a omissão popular.', 'É de conhecimento geral de que as práticas esportivas trazem benefícios inigualáveis para um indivíduo, quanto a sua saúde,príncipios e valores,inclusão social,além de promover uma maior comunhão entre os diferentes povos,línguas e nações.', 'È incontestável a importância do esporte no meio social,principalmente nos tempos atuais,aonde se tem observado tanta desigualdade social,preconceitos raciais,culturais,étnicos.No País como o nosso, com tantas disparidades sócias e culturas tão distintas ,ainda vemos grandes intolerâncias acontecendo em nosso meio.Por outro lado, percebe-se que o esporte tem conseguido deixar seu legado contribuindo efetivamente para uma maior inclusão social,promovendo a paz,o respeito mútuo entre os diferentes povos,a fraternidade,fazendo com que sonhos se tornem possíveis através do esporte.', 'Ainda convém lembrar o que diz o ato constituitivo da UNESCO (1945) “Se a guerra nasce na mente dos homens,é na mente dos homens que devem ser construidas as defesas da paz” , Portanto, o esporte ainda tem sido a melhor ferramenta para o combate a todo tipo de intolerância, com o ensino de valores e respeito as diferencias socioculturais.', 'A incersão do esporte como prática esportiva é de suma importância para as crianças e adolescentes, para que tais percebam o valor que temos em nossas diferenças e respeitem uns aos outros,contribuindo, assim, para uma sociedade justa e fraternal, (.) o governo deve investir mais em programas sócias esportivos nas comunidades, que são os lugares que sofrem costantemente,não só com intolerâncias de classe,raça e cultura,mas também com a violência.']",800,120,160,160,160,200
45,As Manifestações do Abuso de Autoridade no Brasil e suas Soluções,"['A cada quatro anos,\xa0os noticiários ficam cheios de notícias sobre os jogos olímpicos, que é o maior evento esportivo do mundo, surgido na Grécia Antiga. Os jogos estimulam as práticas esportivas, e elas possuem seus aspectos psíquicos e físicos para quem as praticam.', 'Historicamente, as civilizações humanas sempre foram marcadas por disputas de poder. O constante anseio por ascenção social e reafirmação do poder já conquistado faz o abuso de autoridade ser um problema recorrente, global e difícil de ser resolvido. A sociedade brasileira, marcada por conflitos sociais, ideológicos e de interesses individuais, torna a resolução da questão ainda mais distante. Por isso, reformas no setor público são urgentes.', 'A polícia é uma das instituições nas quais o problema é mais praticado e mais visível. Constantemente casos de abuso de autoridade policial em abordagens ganham fama, tendo como alvo principalmente a população negra, de baixas classes sociais e usuários de drogas ilícitas. A impunidade desse tipo de abuso torna-se clara no caso de um violoncelista negro que não tinha nenhuma passagem pela polícia e nenhuma evidência que o ligasse a algum crime, mas mesmo assim foi detido por policiais, levado a uma prisão . Os policiais e agentes envolvidos não foram sequer afastados de seus cargos.', 'Mas as práticas de abuso de poder não se restringem à base da pirâmide hierárquica dos cargos públicos. É sabido que altos funcionários governamentais são destituídos de seus cargos quando, por exemplo, fazem políticas públicas que não harmonizam com os interesses de seus superiores ou de algum governante . Por vezes, outros funcionários são nomeados para oferecer ou permitir privilégios fora das esferas legais.', 'Os abusos de autoridade são facilitados pelo não-cumprimento das medidas e punições previstas na lei. Portanto, é necessário fazer reformas no sistema judiciário para que esses abusos sejam julgados prioritária e eficientemente. É preciso, também, desenvolver canais de denúncia e corregedoria que assegurem de fato o anonimato do denunciante e sua proteção. Por fim, é necessário reformular o treinamento de agentes de segurança para que estes tenham um entendimento de seu papel social e tomem consciência das diferentes realidades sociais e culturais brasileiras, para que deste modo parem de reproduzir preconceitos.']",680,160,160,120,120,120
81,Defendendo a liberdade de religião no Brasil,"['Os chamados projetos de iniciativa popular são projetos de lei que podem ser apresentados ao Congresso pela população, desde que haja um porcento do eleitorado nacional em assinaturas favoráveis. Esse instrumento foi instituido pela constituição\xa0 de 1988, mas foi pouco usado: apenas 4 projetos foram aprovados dessa maneira. Isso certamente é um meio muito útil para melhorar o funcionamento da máquina estatal.', 'A intolerância religiosa, caracterizada pela hostilidade e o fanatismo, preocupa o Brasil, um país laico, na medida que \xa0denúncias de violações dos direitos humanos se torna  mais frequentes devido às perseguições de diferentes grupos existentes em nosso país.', 'Primeiramente, vale ressaltar que a Constituição Federal abrange a liberdade de religião como direito fundamental, sendo um dever do Estado proporcionar a proteção e garantia necessária para seu exercício. Penalidades mais severas, por exemplo, poderiam ser aplicadas aos culpados para inibir futuras ações.', 'Além disso, novos canais e meios poderiam ser disponibilizados para que a população possa realizar denúncias. Aplicativos, redes sociais e portais na internet podem ser forma \xa0de aumentar o acesso para que atos de intolerância sejam devidamente fiscalizados.', 'Vale ressaltar também que campanhas de conscientização podem contribuir para diminuir casos de perseguições religiosas. É importante frisar a importância da liberdade de escolha que as pessoas possuem, poder acreditar no que quiserem e não sofrerem hostilidades pelas suas crenças.', 'A ausência de tolerância religiosa deve ser combatida com todos os meios legais possíveis para conseguirmos ter uma realidade mais democrática e consciente. A união dos esforços da população e do Estado para enfrentar esse problema é o caminho necessário e que pode gerar mais resultados para as próximas gerações.']",840,160,160,160,200,160
49,Criação de imagem para convencimento,"['Doenças Sexualmente Transmissíveis ou DSTs, são maiormente transmitidas pelo ato sexual, independente da faixa etária, classe social ou sexo. Mas, o alarmante aumento de 50% dos casos de entre os jovens brasileiros, segundo o G1, nos faz refletir a despreocupação com relação a prevenção entre eles. Hoje, é visível a escassez de campanhas midiáticas governamentais que resulta na falta de conhecimento sobre a agressividade do vírus no corpo humano.', 'Espelho. É a maneira como grande parte dos jovens enxergam os influenciadores digitais. Esta estratégia de marketing é colocada em prática por meio de entretenimento, com o objetivo de criar maior empatia e aceitação do público, tendo como consequência o cenário ideal para realizar o trabalho de convencimento feito por eles.', 'Em primeiro plano, é importante destacar o influencer como um modelo comportamental . Antes dos produtos, eles vendem sua rotina, seus hábitos e gostos pessoais,\xa0\xa0A boa imagem é fundamental para o sucesso do trabalho, tendo\xa0\xa0em vista que as marcas precisam de associações positivas para um bom resultado.', 'Vale também ressaltar o incentivo ao consumismo por parte do influenciador em benefício próprio. Quanto mais produtos das marcas divulgadas são adquiridos, mais empresas se interessam pelo trabalho do propagandista . De acordo com o jornalista Léo Dias, por trás de todo conteúdo e imagem criado para a identificação do público, existe uma verdadeira guerra em busca de dinheiro e seguidores.', 'Portanto, cabe a sociedade pesquisar por meio da internet os produtos a serem consumidos , com o objetivo de buscar informações de outras fontes além do influencer digital, e a escola, criar debates e palestras sobre a influência comportamental por meio das mídias sociais para evitar a alienação dos jovens por vidas de ficção.']",720,160,160,120,160,120
83,"Boa performance, com respeito às regras","['Nas sociedades contemporâneas a difusão da internet permitiu maior acessibilidade à informação e dinamizou uma forma mais instantânea de comunicação e influência. E nessa perspectiva globalizada, plataformas de vídeos e redes sociais passaram a configurar a realidade atual, seja por intermédio de youtubers com suas temáticas e opiniões, seja por outros influenciadores digitais nas diversas opções midiáticas onlines (Twitter, Instagram, Facebook e etc.). Dessa forma, é notório observar o impacto desses repertórios influenciáveis na vida comum das pessoas, porque muitos buscam formas de emagrecer, vestir-se ou procuram por respostas às suas dúvidas pessoais, por exemplo. Então, qualquer informação ou atitude deve ser repassada de forma saudável, clara e verdadeira, pois pode ajudar aquém precisa, mas também pode prejudicar se forem repassadas erroneamente.', 'Os Jogos Olímpicos de 2016 tiveram início no mês de agosto na cidade do Rio de Janeiro, no Brasil, etornou-se um dos maiores assuntos nas mídias e redes sociais do país. Por consequência, passou-se a conhecer mais da vida dos atletas, os problemas e escândalos das competições esportivas.', 'Muitos dos atletas olímpicos tiveram suas vidas e caráter transformados devidoas oportunidades que a prática esportiva oferece. Este fato é mais nítido em países subdesenvolvidos, em que jovens de baixa renda tornam-se ídolos do esporte e influenciam os outros a serem esportistas. Mesmo que estes não se tornem famosos, vão ser beneficiados mental e fisicamente.', 'Entretanto, a competitividade exagerada no esporte gera a trapaça, que mesmo com tanta segurança para evitá-la, continua acontecendo. Como pôde ser visto na delegação russa, que teve um terço de seus atletas excluídos dos Jogos Olímpicos 2016, após a descoberta de um grande esquema de uso de doping. Por isso, a Rússia, que tinha ótimos resultados, perdeu a credibilidade e também algumas medalhas.', 'Portanto, mesmo com a corrupção nas competições, o esporte é uma ótima ferramenta para melhoria de vida. Logo, é necessário que desde cedo os atletas aprendam o valor da ética, possam olhar para os maus exemplos e ver que não compensa o “jogo sujo”. Que nas aulas de educação física e treinos eles sejam levados a melhorar sua performance, mas sem desrespeitar as regras. Pois como disse Immanuel Kant “o ser humano é aquilo que a educação faz dele”.']",920,160,200,160,200,200
47,A EDUCAÇÃO A DISTANCIA NO BRASIL E SUAS DIFICULDADES,"['Homens e mulheres que contêm alterações nos cromossomos, hormônios sexuais como a testosterona, ou até mesmo mudanças relacionadas a características externas são considerados intersexuais, ou seja, apresentam diferenças no desenvolvimento sexual em relação aos demais indivíduos. Determinadas ocupações profissionais, como o caso do esporte, apresentam restrições quanto aos intersexuais, afetando principalmente as atletas do gênero feminino que produzem uma quantidade ultrapassada de testosterona do que o permitido pela Federação Internacional de Atletismo. Entretanto, essas restrições mantidas pela agência refletem um preconceito de gênero enraizado na sociedade, visto que os atletas masculinos, presentes deste mesmo caso, são julgados de maneira diferente.', 'Garantida a todos os brasileiros de acordo com a Constituição Federal, a educação é um direito social e tem como princípio orientar e conduzir o desenvolvimento intelectual e cultural do indivíduo. Em virtude do isolamento social\xa0\xa0devido a pandemia do coronavírus, a ducação a istância\xa0 foi implantada como uma estratégia a fim de amenizar os impactos sofridos pela paralisação, contudo sua aplicação tem contribuído para o aumento das desigualdades entre os estudantes brasileiros.', 'Embora seja uma modalidade em expansão no ensino superior, apresentando um crescimento contínuo em razão da vantagem de oferecer uma opção de conciliar a graduação com o mercado de trabalho, no ensino básico a educação a distância vem enfrentando desafios em decorrência da falta de infraestrutura nas regiões mais afastadas dos grandes centros metropolitanos, onde a população não possui as ferramentas necessárias para que ela seja realizada corretamente, como a posse de computadores, acesso à internet e um ambiente adequado para o estudo com silêncio e acomodação; manifestando-se, desta forma, de maneira excludente.', 'Além de não abranger toda a população, os privilegiados pelo alcance dessa modalidade de educação também não estão a salvo de suas dificuldades, visto que a falta de um educador presente aumenta as responsabilidades do aluno e um ambiente sem contato social e integração entre os estudantes afeta a aprendizagem e a maneira de como os conteúdos são abordados . Ademais, muitos professores foram prejudicados devido à falta de tempo para se adaptarem aos recursos tecnológicos e incorporá-los como principal instrumento de trabalho.', 'Por conseguinte, é necessário que a educação a distância continue evoluindo mesmo após a pandemia e passe por modificações a fim de atender às diversas realidades existentes entre os brasileiros, através de investimentos governamentais para a melhoria de infraestrutura no país, adesão de internet banda larga gratuita para toda a população, acessibilidade para deficientes audiovisuais, como implantação de legendas nas vídeo aulas e garantia do Estado para com a manutenção das necessidades básicas, como a alimentação, visto que muitos estudantes utilizam a alimentação oferecida nas escolas como única fonte de alimento do dia.']",760,160,160,160,160,120
65,Equiparação de direitos,"['Qual seria o custo do progresso? Preservação e desenvolvimento podem andar juntos? Segundo especialistas e ambientalistas em todo o planeta\xa0\xa0o custo é alto, desde o aquecimento global até a crescente contaminação dos recursos hídricos, nosso planeta, a fauna, a flora e os seres humanos estão sofrendo com os impactos ambientais decorrentes das ações de grandes corporações. No entanto, auxiliar preservação e desenvolvimento não é impossível, bastam-se apenas medidas conscientes de impactos positivos.', 'Em 2017, um dado proferido pela Organização das Nações Unidas (ONU) delineou o Brasil como o sétimo país com maiores taxas de morte entre jovens. Nessa perspectiva, apesar de recente, tal pesquisa reflete um cenário alicerçado na formação desigual do país, e que, portanto, mostra-se ineficaz em garantir efetivamente as normas necessárias ao desenvolvimento do sujeito. Dessa maneira, diante da marginalização de seus direitos, torna-se inegável à discussão da criminalidade entre os jovens, com o fito de evitar associação do crime a uma válvula de escape que permita a sua ascensão social.', 'Nesse ínterim, à medida em que desigualdade social atinge camadas específicas no território brasileiro, o jovem tende a perder qualidade de seus direitos, e consequentemente é exposto a situações de violência. De fato, tal conjuntura relaciona-se à Teoria do Controle Social proposta pelo sociólogo Travis Hirschi: crimes ocorrem quando os laços sociais que o indivíduo mantém com sociedade se encontram enfraquecidos ou rompidos . Desse modo, pautada em uma realidade a qual se distancia cada vez mais de modelos que vinculem esforços a êxitos, muitas vezes realização de atos ilícitos é ocasionada por uma tentativa de equiparar as falhas existentes no meio social do indivíduo.', 'Paralelo a isso, ao afirmar o tráfico de drogas e o roubo qualificado, como respectivos crimes mais cometidos por adolescentes, o Conselho Nacional de Justiça (CNJ) corrobora um contexto que expressa vulnerabilidade do indivíduo diante d ausência de emprego, acesso à educação ou qualquer outro meio necessário a sua renda e dignidade humana. Ademais, ausência de suporte familiar pode indiciar os primeiros sinais de desamparo ao jovem, e subsequentemente suas primeiras tendências ao crime na adolescência – período o qual pessoa se mostra mais suscetível a influências externas referentes à formação de conceitos sobre si mesmo.', 'Diante do exposto, a fim de que efetivação dos direitos entre os jovens reverta a sua associação a criminalidade, é necessário que o Ministério do Trabalho (MT) em parceria ao Ministério da Educação (MEC) fortaleça a Lei da Aprendizagem nas escolas em áreas de baixas rendas com o intuito de inserir os alunos a funções produtivas, bem como geração de renda àqueles que habitam situações de vulnerabilidade social. Por fim, o Centro de Referência Especializado de Assistência Social (Creas), deve atuar através de profissionais da área, tanto no suporte jurídico e social tanto s famílias em risco, quanto no monitoramento daqueles que cumprem medidas socioeducativas. Poder-se-á, assim, equiparar as oportunidades de desenvolvimento entre os jovens no Brasil.']",720,120,160,120,160,160
46,Sou Mil PE,"['Quando se aborda o tema competição, é natural de se pensar que isto consiste em pessoas comparando suas habilidades, sejam físicas ou intelectuais, para decidir quem terá o melhor desempenho. De fato em um sentido literal, sem considerar outros fatores, essa seria a definição. Entretanto pensando de forma igualitária, existem regras e algumas medidas aplicadas ao esporte principalmente, onde os profissionais devem seguir essas exigências, mas nem todo regulamento consegue ser verdadeiramente inclusivo.', 'No Brasil o saneamento básico, segundo a onstituição, deve ser disponibilizado pelo Estado. Similarmente ao contexto supracitado, a privatização dos serviços de esgoto, água e limpeza pública é bastante eficaz, entretanto, requer uma análise consistente, uma vez que tal fato incide na cidadania plena. Assim é função do Governo observar o impacto do assunto e é dever da sociedade assumir seu protagonismo em face desse problema.', 'A priori, ressalta -se o papel do Estado na privatização do saneamento básico. Posto isso o Governo não pode ser omisso na avaliação acerca dessa problemática, a qual é tão estratégica para a população. A exemplo disso, tem se venda da mineradora Vale em 1997, por 3 bilhões, sendo que suas reservas minerais estavam avaliadas em 100 milhões, esse prejuízo possui resultados desastrosos para os cofres públicos. Portanto, a gestão eficiente das políticas estatais é decisiva para revogar os aspectos da terceirização do saneamento básico.', 'Outrossim, destaca-se o protagonismo social frente à privatização do saneamento básico. Dado que a cidadania confere direitos, ela cobra deveres e, por conseguinte, uma postura mais ativa dos indivíduos em relação à terceirização dos serviços de esgoto, água e limpeza pública. Sob esse viés, o sociólogo Jean Jacques Rousseau pontua que o Estado provém de um contrato social, isto é, a participação do cidadão na política garante um bom funcionamento dos poderes. Logo o engajamento perene da sociedade é profícuo, pois ele reflete aquilo que ela quer para si.', 'Destarte, é premente que a privatização do saneamento básico seja analisada de modo robusto. Nesse sentido, o Ministério do Planejamento , junto à Secretaria Federal de Tecnologia da Informação e Comunicação, deve desenvolver um aplicativo para que os cidadãos indiquem aspectos negativos e positivos do problema. Para isso, a plataforma digital será disponibilizada gratuitamente e, por meio de parcerias público-privadas com o segmento de telefonia móvel, o acesso dos usuários também, de forma que eles possam indicar ao governo medidas que melhorem e tornem o saneamento básico mais democrático. Tudo isso com o fito de melhorar a qualidade do setor e cumprir o que pede a onstituição.']",840,160,160,160,200,160
43,Cultura do cancelamento,"['A questão do saneamento básico é um dos maiores problemas que sucede no Brasil. Diversas obras cinematográficas mostram claramente esse situação, como no filme “Saneamento Básico” que retrata a história de uma comunidade que batalha para conquistar o direito ao tratamento de esgoto e melhores condições de vida. Apesar de se tratar de uma ficção, sabemos que infelizmente essa situação ainda faz parte da realidade de uma grande parcela de brasileiros, principalmente quando se refere a camada social mais desfavorecida que inclui residentes de áreas mais afastadas e que não possui a mesma atenção e investimento por parte do Estado. Diante disso, temse discutido a possível privatização do saneamento básico.', 'A violência no século XXI está cada vez mais disseminada na sociedade e nas suas partes constituintes, qual seja, as instituições, grupos sociais, imprensa, etc. Diante disso, pode-se afirmar que a violência está se tornado aos poucos o novo imperativo das relações sociais. A cultura do cancelamento nas redes sociais é um reflexo dentre muitos desse novo imperativo social, que almeja a vedação do debate pblico ou intelectual via execração, linchamento virtual ou até constrangimento público. Tal conduta, portanto, é um sintoma parcial de um problema que cada vez mais se agrava: a coerção ideológica via violência e suas manifestações.', 'Deve-se apontar, primeiramente, que a cultura do cancelamento emerge de indivíduos que, incapazes de qualquer aprofundamento intelectual sobre questões sérias ou sensíveis, ou mesmo de ponderação de suas avaliações, assumem-se como algozes no anonimato virtual e tribal de determinados grupos ou movimentos sociais. Tal comportamento, já no século XX, foi apontado por intelectuais como Michael Oakeshott, teorizando que tais indivíduos, ao reconhecerem sua superioridade numérica, agregam-se para assumirem uma identidade coercitiva. Logo, ao verem seus dogmas sofrerem qualquer desvio, apelam para o ostracismo, isto é, o “cancelamento”. Isso fica evidente quando qualquer debate que envolva temas controversos no âmbito do racismo, grupos LGBTs , violência contra a mulher, etc., é blindado ao se enveredar em questões e temas que fogem as predeterminações dos grupos ideológicos que praticam o cancelamento.', 'O comportamento de massa também contribui para essas manifestações ideológicas coercitivas que levam à ao cancelamento. Tais indivíduos apontados por Oakeshott, não possuem pensamento, mas sentimentos; impulsos, ao invés de opiniões. Isso os leva, conforme o autor, a transformarem-se em homens-massa, ou seja, indivíduos sem escolhas ou opiniões fundamentadas, guiados pelas emoções da maioria, ou mesmo por uma liderança carismática . Portanto, ao se associar com outros indivíduos no anonimato para o cancelamento, isto é, a punição pblica via plataformas virtuais, ocorre a diluição de certos controles pessoais, como avaliação, autoavaliação e ponderação de opiniões e fatos, levando a discursos inflamatórios e acusações coordenadas a pessoa que está sob ataque.', 'Logo, é possível alegar que o cerceamento ideológico sobre temas e questões fomentado por alguns grupos sociais leva à cultura do cancelamento. Dessa forma, cabe as ONGs , ao Estado e as universidades promover nos seus núcleos debates sobre os riscos que a cultura do cancelamento leva à liberdade de pensamento e a outros mecanismos democráticos, por meio de ações educativas, fomentando a diversidade de opiniões e de correntes de pensamentos no debate público ou intelectual. Ademais, os diversos grupos sociais que representam minorias, devem estar atentos para que suas ações e posicionamentos não levem alienação ideológica e ao empobrecimento no debate, promovendo uma literatura política, econômica e social diversificada, afim de não só expandir os horizontes dos problemas e das soluções sobre os temas, mas para a formação de indivíduos responsáveis, que almejam os ajustes mais práticos no debate e choque de interesses.']",880,160,200,160,160,200
46,Privatização  - A solução para a melhoria do saneamento básico no Brasil,"['Com o surgimento de ferramentas online como o Facebook, criado por Mark Zuckerberg, a difusão de notícias passou a ter alcance mundial. Por outro lado, assim como foi benéfico sociedade, uma vez que intensificou a democratização da informação, trouxe também desafios a serem combatidos, tal como a chamada “fake ews”. Nesse contexto, pode-se dizer que o campo midiático tem o potencial de manipular a opinião pública, trazendo consequências nas decisões eleitorais, como o enfraquecimento da democracia.', ""O escritor e poeta britânico Oscar Wilde afirmava que '' a insatisfação é o primeiro passo para o progresso de um homem ou de uma nação''. Analisando esse pensamento e relacionando - o com a realidade do saneamento básico no Brasil, infere-se que a privatização desse setor é a solução para a concretização total da prestação de serviços como acesso à água potável e redes de tratamento de esgoto, coleta e tratamento de resíduos, uma vez que na responsabilidade do Estado não se atingiu a universalização do acesso esses bens essenciais, e falha na contribuição para a promoção do desenvolvimento coletivo da população."", ""De acordo com Zygmunt Baumun, '' não são as crises que mudam o mundo e sim nossa reação a elas''. Nessa lógica, esse raciocínio exemplifica a preocupação do Senado, no qual sancionou a lei do Novo Marco Legal do Saneamento Básico, que visa universalizar o acesso ao saneamento e permite a participação da iniciativa privada através de licitações, que proporcionará a melhoria dos serviços prestados, maior geração de riquezas e empregos. Inegavelmente, sobre a administração do Estado esses conjuntos de bens essenciais foram maus administrados o que denunciam essas práticas são as palafitas do Estado do Pará, onde a população vivem em condições sub-humanas, sem contar os malefícios causados ao meio ambiente."", 'Outro fator diz respeito, ao bem-estar social e desenvolvimento coletivo da população. Vale ressaltar, que o direito à vida previsto no Art 5. da Constituição Federal está sendo violado, uma vez que a falta de saneamento básico afeta diretamente a saúde da população causando doenças e gerando mortes prejudicando a longevidade de vida da população, essa problemática está relacionada a falta de investimento do Estado . Além disso, para o cidadão civil não importa se a realização do serviço seja feito pelo Estado ou setor privado mas o que realmente interessa é a eficiência e a concretização do bens essenciais previstos em Lei.', 'Em virtude do que foi mencionado é de responsabilidade da Agência Nacional de Águas - ANA, fiscalizar e regulamentar os recursos hídricos e penalizar quando for desobedecida as condições previstas no Novo Marco Legal do Saneamento Básico. Além disso, é dever do Estado atrair o investimento da iniciativa privada, e incentivar a ampla concorrência. Isso deve ser feito, visando o aprimoramento dos serviços prestados. Dessa maneira, possibilitará a universalização desse serviço em solo brasileiro e contribuirá para uma sociedade livre,justa e igualitária .']",760,160,160,120,160,160
57,Acesso,"['25 de maio de 2020. Mineápolis, Minnesota, EUA. Causa do falecimento: parada cardíaca causada pela violência de um policial branco que asfixiou o norte-americano, negro, George Floyd.\xa0Nesse sentido, o ato do policial configura-se como abuso de autoridade, o que é inadmissível na realidade brasileiras e em todo o mundo. Um dos motivos desse panorama são as falhas governamentais e a omissão popular.', 'A Declaração Universal dos Direitos Humanos-promulgada pelas Nações Unidas em 1948-garante a todo indivíduo o direito à cultura e ao bem-estar. No entanto, os desafios no acesso igualitário da população brasileira ao cinema, seja pela desigualdade de renda, seja pela falta de infraestrutura, vão em oposição a esses direitos. Assim, hão de serem analisados tais fatores.', 'Em primeira análise, cabe pontuar que a desigualdade de renda é um dos principais fatores relacionados a essa problemática. Conforme reportagem divulgada pelo Estadão, jornal brasileiro, a disparidade econômica entre ricos e pobres aumentou 20% entre 2017 e 2018. Nessa lógica, é indubitável, lamentavelmente, o valor desse revés na gênese de tal quadro, visto que muitas famílias brasileiras não possuem recursos financeiros suficientes e, por fim, não podem frequentar esses espaços de lazer.', 'Ademais, cabe ressaltar que a falta de infraestrutura é outro valioso agente causador dessa situação. No livro Utopia, Thomas Morus, escritor renascentista, descreve uma cidade ideal, em que todos os cidadãos tm acesso aos bens culturais e de entretenimento, pois o Estado garante a plena igualdade. Nesse sentido, é inexorável, infelizmente, que a falta de investimentos na infraestrutura, por exemplo, cinemas públicos, rompe com essa máxima e perpetua esse desigualdade.', 'É evidente, portanto, que medidas devem ser realizadas, com o objetivo de pôr em prática os direitos assegurados pelas Nações Unidas. Sendo assim, o Senado, por este ser o principal agente organizador da vida social, deve investir na criação de cinemas públicos, por meio de emendas de lei e de alterações na onstituição, com a participação de Deputados e empresas privadas. Espera-se, com isso, a plena democratização do acesso ao cinema na sociedade brasileira.']",680,160,160,120,160,80
